6,885116;4,126347;5,713933;-0,1330755;-0,03059829;0,02795777;-0,3753239;-0,6772763;-0,7192553;;-0,4629735;7,422051;6,358859;0,01187529;-0,003574742;0,002634827;-0,4413921;-0,7057959;-0,6252816;;0,1983812;-5,292192;8,243124;-0,1108341;0,01909521;0,01297977;-0,3209634;0,2069396;-1,018992;;-9,781688;0,1542474;0,3941295;0,01624367;0,01493035;0,01717924;0,9429091;-0,3097421;0,1667605;;-9,54331;1,915406;-0,2571009;-0,0485451;-0,01203006;0,008217248;1,118023;0,2726897;0,02934202;;;
6,886936;4,144889;5,70125;-0,04149392;-0,05793441;0,02821952;-0,3756124;-0,6764357;-0,7190763;;-0,4703278;7,376832;6,320928;0,02908125;-0,03203717;-0,001537059;-0,4388498;-0,7047336;-0,624312;;0,2191015;-5,322859;8,192239;-0,1140908;0,01541512;-0,00695676;-0,3205943;0,2101923;-1,021303;;-9,774499;0,1579131;0,3938951;0,009040679;-0,0007442744;-0,008806257;0,9422844;-0,309315;0,1662666;;-9,570551;1,920634;-0,2618646;-0,04164739;-0,04539675;0,007873648;1,120452;0,2720011;0,02970994;;;
6,919452;4,141731;5,659826;0,01142271;-0,02910056;0,02088512;-0,3762069;-0,6761473;-0,7189291;;-0,4594544;7,405592;6,306426;0,01813421;-0,006774411;0,007011509;-0,440089;-0,7018588;-0,6265507;;0,2240513;-5,345038;8,243347;-0,0945414;-0,003575623;-0,01595674;-0,32028;0,2073625;-1,021362;;-9,756619;0,1650786;0,3678752;0,01844215;0,02116925;0,01721135;0,9426157;-0,3096037;0,1670398;;-9,581515;1,935478;-0,3043263;-0,00772181;-0,003481085;0,004246944;1,118825;0,2732806;0,02837399;;;
6,926608;4,135797;5,690802;0,01290958;-0,03387039;-0,002153989;-0,3772281;-0,6744536;-0,7236459;;-0,45392;7,420118;6,331891;0,05026777;-0,04291805;-0,001394963;-0,4380861;-0,7061538;-0,6248654;;0,2167187;-5,337748;8,24337;-0,06319163;0,001244411;-0,02457189;-0,3202662;0,2057903;-1,021101;;-9,78159;0,1324024;0,4038893;0,01415719;0,01286965;0,02364843;0,9456943;-0,3091567;0,1684233;;-9,548821;1,920865;-0,2573053;-0,02667318;-0,0335908;-0,01172795;1,117612;0,2729639;0,02961541;;;
6,901424;4,134355;5,663242;0,01044942;-0,03548225;0,01427546;-0,3753555;-0,6760798;-0,7230762;;-0,4540608;7,427134;6,288196;0,02891738;-0,01778205;0,0005949468;-0,4388385;-0,7058626;-0,6242858;;0,2166396;-5,337792;8,250648;-0,1065106;0,009505597;-0,02245675;-0,3183981;0,2061513;-1,020705;;-9,7855;0,1648722;0,346528;0,01784207;0,02629401;-0,00758612;0,9460157;-0,3097295;0,1689003;;-9,567213;1,944712;-0,2799136;-0,03883343;-0,02281396;-0,01280408;1,116313;0,2738076;0,0291461;;;
6,917634;4,123212;5,670691;0,006015218;-0,03332623;0,01536275;-0,3751529;-0,6754673;-0,7190226;;-0,4338341;7,423701;6,332462;0,02903982;-0,04180299;0,003904753;-0,4387841;-0,703905;-0,6229569;;0,2056044;-5,341456;8,254483;-0,100078;0,02744873;-0,008931675;-0,320382;0,2060068;-1,020045;;-9,789045;0,1557866;0,3541466;0,06340728;0,007646949;0,01164389;0,943569;-0,309318;0,1682932;;-9,567028;1,926145;-0,2525485;-0,02423324;-0,003457951;0,004108809;1,117276;0,2705689;0,02872733;;;
6,886975;4,130455;5,681243;-0,004015342;-0,03572477;0,09206121;-0,3751911;-0,6751612;-0,719457;;-0,4703305;7,431014;6,345823;0,04315216;-0,03441254;-0,016626;-0,4375561;-0,7064605;-0,6237748;;0,1673114;-5,32858;8,236691;-0,07002807;0,05079053;-0,1210641;-0,3192943;0,2068189;-1,019824;;-9,774666;0,1722952;0,3606864;-0,00209355;-0,01738576;-0,009960785;0,9459649;-0,3088618;0,1675377;;-9,550611;1,922791;-0,2756634;-0,05054805;-0,03462395;0,007928639;1,117445;0,2722618;0,02917512;;;
6,890616;4,108643;5,663089;0,02345135;-0,02706257;0,02642553;-0,3777323;-0,6719337;-0,7207171;;-0,4501427;7,409461;6,368463;0,02126339;-0,002389196;0,007018007;-0,4389708;-0,7041758;-0,6235663;;0,1803023;-5,344893;8,222136;-0,08816102;0,02235554;-0,01556851;-0,3202268;0,2090983;-1,019808;;-9,78008;0,1649202;0,351896;0,003661114;-0,02777536;-0,007874236;0,944761;-0,3088743;0,1677624;;-9,559744;1,926314;-0,26688;-0,039012;0,005189378;0,04272343;1,116624;0,2728102;0,0297219;;;
6,894243;4,123532;5,648606;0,0170043;-0,02010939;0,01436772;-0,375191;-0,6736606;-0,7211785;;-0,4447001;7,434688;6,368371;0,0273022;-0,03117516;-0,01672045;-0,4402268;-0,7045699;-0,6237489;;0,1694543;-5,301071;8,207252;-0,1237867;0,002697089;-0,0160097;-0,3184312;0,2057873;-1,02162;;-9,753028;0,1503948;0,3555062;0,01780003;0,004430734;-0,01742968;0,9446918;-0,3096064;0,1700141;;-9,570749;1,933477;-0,2544997;-0,04631035;-0,01095768;0,007145041;1,117549;0,2718503;0,02846063;;;
6,89599;4,113906;5,681333;-0,01106072;-0,06099457;-0,01333224;-0,374893;-0,675631;-0,7212579;;-0,4465675;7,429211;6,352013;0,02899425;-0,05700684;0,01152706;-0,4397663;-0,7069712;-0,6242893;;0,1729254;-5,31576;8,225555;-0,1269639;-0,01056027;-0,00737658;-0,3205631;0,2049307;-1,020835;;-9,767395;0,1467517;0,3613276;0,0001114735;-0,005941773;-0,00773918;0,9441731;-0,3081682;0,1683152;;-9,552521;1,930143;-0,2775396;-0,01978318;-0,0185276;0,006172501;1,119983;0,2728602;0,02884142;;;
6,901372;4,108193;5,69593;-0,02807475;-0,01662841;0,006521558;-0,3758104;-0,6744351;-0,719589;;-0,4594969;7,423592;6,300789;0,01073046;-0,01331126;0,01023791;-0,4414269;-0,7039924;-0,6227324;;0,1966354;-5,328588;8,236277;-0,1151304;-0,00112076;-0,0292679;-0,3204177;0,2071952;-1,02092;;-9,763681;0,1414553;0,3869177;0,01333404;0,006515595;-0,01524944;0,9440448;-0,308889;0,1689159;;-9,570692;1,933604;-0,2764477;-0,03970091;-0,00666333;0,006148268;1,119951;0,2723033;0,02826403;;;
6,894233;4,127135;5,654063;-0,02635884;-0,04969524;-0,02431168;-0,3770308;-0,6795955;-0,7196964;;-0,4775534;7,407664;6,362198;0,03553124;-0,06474424;0,005079386;-0,4402403;-0,7056578;-0,6270782;;0,2019958;-5,33049;8,248955;-0,07625792;0,03022673;0,009986597;-0,3208785;0,2050889;-1,020996;;-9,780049;0,1466274;0,3469815;0,02508045;0,004502958;0,006305244;0,944795;-0,3075938;0,1687953;;-9,563404;1,924294;-0,2432602;-0,05130653;-0,00557733;-0,007182061;1,118453;0,271605;0,0267749;;;
6,888818;4,119719;5,659444;0,01495219;-0,04192602;0,009880972;-0,3751964;-0,6753423;-0,7212525;;-0,4593934;7,43097;6,338884;0,02576931;0,003961055;-0,008144312;-0,4422939;-0,706207;-0,6246905;;0,1984081;-5,324977;8,241669;-0,09574162;0,02632665;-0,00671867;-0,3199273;0,205028;-1,020351;;-9,785343;0,1541413;0,3796272;0,002515252;-0,01008412;-0,002370751;0,9438786;-0,3076006;0,1685886;;-9,581721;1,940714;-0,2549224;-0,02006739;-0,005612707;0,01074086;1,117977;0,2725622;0,0284813;;;
6,903162;4,137543;5,699615;-0,00653453;-0,01759339;0,03840275;-0,376561;-0,6754038;-0,7195008;;-0,4447922;7,438164;6,339253;0,03775112;-0,01584455;-0,0177841;-0,4401965;-0,7051054;-0,6261749;;0,180081;-5,326795;8,241948;-0,09773374;-0,01941234;-0,0272295;-0,3199657;0,2079101;-1,021183;;-9,787254;0,1612793;0,3557718;-0,009255375;0,01898723;-0,01513082;0,9442171;-0,3104647;0,1693972;;-9,554359;1,928165;-0,2575027;-0,0319344;-0,007764407;-0,02360361;1,11824;0,2729009;0,02534669;;;
